;;;;;;;;;;;;;;;;;;;;
State Approved Textbook List 2007;;;;;;;;;;;;;;;;;;;;
3/25/2008;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
DistrictName;;;;SubjectDesc;;ISBN10;;Title;;;;;;Author;;;Publisher;;;PublicationYear
Central Falls;;;;English/Lang;;0130501271;;CIVICS - PARTICIPATING IN ;;;;;;DAVIS & FERNLUND;;;PRENTICE HALL;;;01
Central Falls;;;;English/Lang;;0395866561;;DISCOVERING FRENCH;;;;;;SUE ARANDJELOVIC, ;;;HEATH & CO.;;;98
Central Falls;;;;English/Lang;;0736201920;;ENGLISH @ YOUR COMMAND;;;;;;;;HAMPTON - BROWN;;;96;
Central Falls;;;;English/Lang;;0026350513;;ENJOYING LITERATURE;;;;;;;;GLENCOE;;;91,89,87,85;
Central Falls;;;;English/Lang;;0026350523;;ENJOYING LITERATURE;;;;;;;;GLENCOE;;;91,89,87,85;
Central Falls;;;;English/Lang;;0673196739;;ESL ACCELERATING ENGLISH ;;;;;;CHAMOT, CUMMINS, ;;;SCOTT - FORESMAN;;;97
Central Falls;;;;English/Lang;;0153010541;;HBJ LANGUAGE;;;;;;STRICKLAND, ET., AL.;;;HARCOURT BRACE & ;;;90
Central Falls;;;;English/Lang;;015301055X;;HBJ LANGUAGE;;;;;;STRICKLAND, ET., AL.;;;HARCOURT BRACE & ;;;93
Central Falls;;;;English/Lang;;0201818395;;HEAR MY VOICE - A MULTICULTURAL ;;;;;;LAURIE KING;;;ADDISON - SESLEY;;;94
Central Falls;;;;English/Lang;;0736209018;;HIGHPOINT;;;;;;A. SCHIFINI, D. SHORT, ;;;HAMPTON-BROWN;;;97
Central Falls;;;;English/Lang;;0736209336;;HIGHPOINT LEVEL B;;;;;;A. SCHIFINI, D. SHORT, ;;;HAMPTON-BROWN;;;98
Central Falls;;;;English/Lang;;0736209654;;HIGHPOINT SERIES;;;;;;A. SCHIFINI, D. SHORT, ;;;HAMPTON-BROWN;;;98
Central Falls;;;;English/Lang;;1563347245;;INTO ENGLISH;;;;;;;;ENGLISH AT YOUR ;;;93;
Central Falls;;;;English/Lang;;1563347504;;INTO ENGLISH LEVEL G;;;;;;TINAJERO & SCHIFINI;;;HAMPTON-BROWN;;;97
Central Falls;;;;English/Lang;;1563346753;;INTRO TO ENGLISH;;;;;;JOSEFINA,VILLAMIL;;;DALE SEYMOUR;;;97
Central Falls;;;;English/Lang;;0026878284;;LANGUAGE ROUNDUP LEVEL 3;;;;;;DR. BETTY TARE;;;SRA/MCGRAW-HILL;;;97
Central Falls;;;;English/Lang;;0673129314;;LITERATURE LIFE;;;;;;MCDONNEL ET., AL.;;;SCOTT - FORESMAN;;;82
Central Falls;;;;English/Lang;;0130502898;;LITERATURE-THE AMERICAN ;;;;;;ELLIS ET AL;;;PRENTICE HALL;;;00
Central Falls;;;;English/Lang;;0130505871;;LITERATURE-TIMELESS VOICES, ;;;;;;ELLIS ET AL;;;PRENTICE HALL;;;00
Central Falls;;;;English/Lang;;0134340574;;LITERATURE-TIMELESS VOICES, ;;;;;;BOWLER  ET AL;;;PRENTICE HALL;;;99
Central Falls;;;;English/Lang;;0022471502;;MCMILLAN ENGLISH;;;;;;T. THUBURN & ;;;MACMILLAN ;;;84
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Page 15 of 141;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
DistrictName;;;;SubjectDesc;;ISBN10;;Title;;;;;;Author;;;Publisher;;;PublicationYear
Central Falls;;;;English/Lang;;0026607905;;OPEN COURT READING-PRE-DECODABLE ;;;;;;VARIOUS;;;MCGRAW-HILL- SRA;;;00
Central Falls;;;;English/Lang;;067314190;;OUTPOSTS;;;;;;NILES, ET., AL.;;;SCOTT - FORESMAN;;;83
Central Falls;;;;English/Lang;;0138382026;;PRENTICE HALL LITERATURE;;;;;;VARIOUS;;;PRENTICE HALL;;;96
Central Falls;;;;English/Lang;;0138382360;;PRENTICE HALL LITERATURE;;;;;;VARIOUS;;;PRENTICE HALL;;;96
Central Falls;;;;English/Lang;;0138382107;;PRENTICE HALL LITERATURE BRONZE;;;;;;VARIOUS;;;PRENTICE HALL;;;96
Central Falls;;;;English/Lang;;0134131825;;PRENTICE HALL LITERATURE COOPER;;;;;;VARIOUS;;;PRENTICE HALL;;;96
Central Falls;;;;English/Lang;;0216006002;;READING EXPRESS;;;;;;;;MACMILLAN ;;;95;
Central Falls;;;;English/Lang;;1563349884;;RISE AND SHINE;;;;;;;;HAMPTON-BROWN;;;97;
Central Falls;;;;English/Lang;;0328039403;;SCOTT FORESMAN READING-GRADE 1;;;;;;VARIOUS;;;PEARSON ;;;04
Central Falls;;;;English/Lang;;032803941-;;SCOTT FORESMAN READING-GRADE 2;;;;;;VARIOUS;;;PEARSON ;;;04
Central Falls;;;;English/Lang;;032803942X;;SCOTT FORESMAN READING-GRADE 3;;;;;;VARIOUS;;;PEARSON ;;;04
Central Falls;;;;English/Lang;;0328039373;;SCOTT FORESMAN READING-GRADE 4;;;;;;VARIOUS;;;PEARSON ;;;04
Central Falls;;;;English/Lang;;0328039381;;SCOTT FORESMAN READING-GRADE 5;;;;;;VARIOUS;;;PEARSON ;;;04
Central Falls;;;;English/Lang;;032803939X;;SCOTT FORESMAN READING-GRADE 6;;;;;;VARIOUS;;;PEARSON ;;;04
Central Falls;;;;English/Lang;;032805065-;;SCOTT FORESMAN ;;;;;;VARIOUS;;;PEARSON ;;;04
Central Falls;;;;English/Lang;;;SPRINGBOARD: ENGLISH TEXTUAL ;;;;;;THE COLLEGE BOARD;;;THE COLLEGE BOARD;;;05;
Central Falls;;;;English/Lang;;0395863708;;THE WRITER'S CRAFT;;;;;;;;MCDOUGAAL - ;;;98;
Central Falls;;;;English/Lang;;0134352939;;TIMELESS VOICES TIMELESS THEMES;;;;;;JACOB, ET., AL.;;;PRENTICE HALL;;;00
Central Falls;;;;English/Lang;;015301234X;;TREASURY OF LIT. - EMERALD FOREST;;;;;;FARR STRICKLAND;;;HARCOURT BRACE & ;;;96
Central Falls;;;;English/Lang;;0153012358;;TREASURY OF LIT. - OUT OF THIS ;;;;;;FARR STRICKLAND;;;HARCOURT BRACE & ;;;95
Central Falls;;;;English/Lang;;0153012420;;TREASURY OF LIT. LANGUAGE ;;;;;;FARR STRICKLAND;;;HARCOURT BRACE & ;;;95
Central Falls;;;;English/Lang;;0153048689;;TREASURY OF LIT. LANGUAGE ;;;;;;FARR STRICKLAND;;;HARCOURT BRACE & ;;;
Central Falls;;;;English/Lang;;0153118814;;WARNER'S GRAMMAR & COMPOSITION;;;;;;WARNER;;;HARCOURT BRACE & ;;;82
Central Falls;;;;Foreign ;;0395866642;;DISCOVERING FRENCH BLANC;;;;;;JEAN-PAUL VALETTE ;;;;98;;
Central Falls;;;;Foreign ;;0395866561;;DISCOVERING FRENCH BLUE DEUXIEME ;;;;;;JEAN-PAUL VALETTE ;;;;98;;
Central Falls;;;;Foreign ;;0395866563;;DISCOVERING FRENCH BLUE PREMIERE ;;;;;;JEAN-PAUL VALETTE ;;;;98;;
Central Falls;;;;Foreign ;;0395866685;;DISCOVERING FRENCH ROUGE;;;;;;JEAN-PAUL VALETTE ;;;;98;;
Central Falls;;;;Foreign ;;0838441580;;ON Y RA;;;;;;PAMELA WARREN, ;;;STANLEY J. GALEK;;;94
Central Falls;;;;Foreign ;;0673216225;;PASOS Y PUENTES;;;;;;REYNOLDS, ET., AL;;;SCOTT - FORESMAN;;;92
Central Falls;;;;Foreign ;;0673216217;;VOCES Y VISTAS;;;;;;REYNOLDS, ET., AL;;;SCOTT - FORESMAN;;;92
Central Falls;;;;History/Socia;;0134336852;;AFRICA;;;;;;BALIN;;;PRENTICE HALL;;;98
Central Falls;;;;History/Socia;;0130149373;;AMERICA - PATHWAYS TO THE ;;;;;;CAYTON, PERRY, ET ;;;PRENTICE HALL;;;95
Central Falls;;;;History/Socia;;0130149373;;AMERICAN PATHWAYS TO THE ;;;;;;CAYTON, PERRY, ET ;;;PRENTICE HALL;;;95
Central Falls;;;;History/Socia;;0811427935;;AMERICA'S STORY;;;;;;BERNSTEIN;;;STECK-VAUGH;;;95
Central Falls;;;;History/Socia;;0395765463;;BUILD OUR NATION;;;;;;BEDNARZ, CLINTON;;;HOUGHTON, MIFLIN;;;97
Central Falls;;;;History/Socia;;0395810671;;BUILD OUR NATION;;;;;;BEDNARZ, CLINTON;;;HOUGHTON, MIFLIN;;;97
Central Falls;;;;History/Socia;;0130501271;;CIVICS PARTICIPATING IN ;;;;;;DAVID & FERNLUND;;;PRENTICE HALL;;;01
Central Falls;;;;History/Socia;;0134336933;;EUROPE AND RUSSIA;;;;;;WORLD EXPLORER ;;;PRENTICE HALL;;;98
Central Falls;;;;History/Socia;;0395765439;;EXPLORE OUR LAND;;;;;;BEDNARZ, CLINTON;;;HOUGHTON, MIFLIN;;;97
Central Falls;;;;History/Socia;;0395806666;;EXPLORE OUR LAND;;;;;;BEDNARZ, CLINTON;;;HOUGHTON, MIFLIN;;;97
Central Falls;;;;History/Socia;;0822468948;;FEARON'S UNITED STATES HISTORY ;;;;;;JOANNE SUTER;;;GLOBE FEARON;;;74
Central Falls;;;;History/Socia;;0134337026;;GEOGRAPHY TOOLS & CONCEPTS;;;;;;BALIN;;;PRENTICE HALL;;;98
Central Falls;;;;History/Socia;;0072828048;;INTERNATIONAL POLITICS ON THE ;;;;;;JOHN T ROURKE;;;DUSHKIN - ;;;03
Central Falls;;;;History/Socia;;0134337042;;LATIN AMERICA;;;;;;BALIN;;;PRENTICE HALL;;;98
Central Falls;;;;History/Socia;;0792290208;;MAP ESSENTIALS;;;;;;NATIONAL ;;;;01;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Page 16 of 141;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
DistrictName;;;;SubjectDesc;;ISBN10;;Title;;;;;;Author;;;Publisher;;;PublicationYear
Central Falls;;;;History/Socia;;0792290259;;MAP ESSENTIAL'S;;;;;;NATIONAL ;;;;01;;
Central Falls;;;;History/Socia;;0792290100;;MAP ESSENTIALS - 1;;;;;;NATIONAL ;;;NATIONAL ;;;01
Central Falls;;;;History/Socia;;0792290135;;MAP ESSENTIALS - 2;;;;;;NATIONAL ;;;NATIONAL ;;;01
Central Falls;;;;History/Socia;;0792290143;;MAP ESSENTIALS - 3;;;;;;NATIONAL ;;;NATIONAL ;;;01
Central Falls;;;;History/Socia;;0790000178;;MAP ESSENTIALS - 4;;;;;;NATIONAL ;;;NATIONAL ;;;01
Central Falls;;;;History/Socia;;0792290100;;NATIONAL GEORAPHIC MAP ;;;;;;NATIONAL ;;;NATIONAL ;;;01
Central Falls;;;;History/Socia;;0782507824;;NYSTROM ATLAS OF UNITED STATES ;;;;;;;;NYSTROM;;;00;
Central Falls;;;;History/Socia;;0782503497;;NYSTROM DESK ATLAS;;;;;;;;NYSTROM;;;00;
Central Falls;;;;History/Socia;;0153020431;;OUR WORLD'S STORY;;;;;;BOEHM;;;HARCOURT BRACE & ;;;97
Central Falls;;;;History/Socia;;0078285763;;SOCIOLOGY AND YOU;;;;;;SHEPARD & GREEN;;;GLENCOE;;;03
Central Falls;;;;History/Socia;;031402713;;STREET LAW A COOURSE IN PRACTICAL ;;;;;;LEE ORBETMAN;;;WEST PUBLISHING;;;94
Central Falls;;;;History/Socia;;0130637106;;THE AMERICAN NATION;;;;;;DAVIDSON, STOFT;;;PRENTICE HALL;;;95
Central Falls;;;;History/Socia;;0130169242;;THE PAGEANT OF WORLD HISTORY;;;;;;GERALD LEINWAND;;;PRENTICE HALL;;;94
Central Falls;;;;History/Socia;;0070820338;;UNDERSTANDING PSYCHOLOGY;;;;;;RICHARD A ;;;GLENCOE - ;;;01
Central Falls;;;;History/Socia;;0134337093;;UNITED STATES & CANADA;;;;;;BALIN;;;PRENTICE HALL;;;98
Central Falls;;;;History/Socia;;0822468948;;UNITED STATES HISTORY;;;;;;SUTER;;;GLOBE FEARON;;;94
Central Falls;;;;History/Socia;;0134337026;;WORLD EXPLORER;;;;;;JACOB, RANDOLPH;;;PRENTICE HALL;;;98
Central Falls;;;;History/Socia;;082240852X;;WORLD GEOG AND CULTURES;;;;;;KELLY;;;GLOBE FEARON;;;94
Central Falls;;;;History/Socia;;0026641739;;WORLD GEOGRAPHY;;;;;;RICHARD G BOEHM;;;GLENCOE - ;;;03
Central Falls;;;;History/Socia;;0817268294;;WORLD GEOGRAPHY AND YOU;;;;;;BERNSTEIN;;;STECK-VAUGH;;;98
Central Falls;;;;Mathematics;;0137157800;;ADVANCED MATHEMATICS A ;;;;;;RYAN, FABRICANT;;;PRENTICE HALL;;;93
Central Falls;;;;Mathematics;;0028242270;;ALGEBRA 2 WITH TRIGONOMETRY;;;;;;FOSTER;;;MERRILL(MACMILLA;;;95
Central Falls;;;;Mathematics;;0822468980;;BASIC MATHEMATICS;;;;;;;;FEARON;;;94;
Central Falls;;;;Mathematics;;1572326336;;CONNECTED ;;;;;;GLENDA LAPPAN ET., ;;;DALE SEYMOUR;;;98
Central Falls;;;;Mathematics;;157232614X;;CONNECTED MATHEMATICS-BITS & ;;;;;;GLENDA LAPPAN ET., ;;;DALE SEYMOUR;;;98
Central Falls;;;;Mathematics;;1572326174;;CONNECTED MATHEMATICS-BITS & ;;;;;;GLENDA LAPPAN ET., ;;;DALE SEYMOUR;;;98
Central Falls;;;;Mathematics;;1572326352;;CONNECTED ;;;;;;GLENDA LAPPAN ET., ;;;DALE SEYMOUR;;;98
Central Falls;;;;Mathematics;;1572326182;;CONNECTED MATHEMATICS-COVERING ;;;;;;GLENDA LAPPAN ET., ;;;DALE SEYMOUR;;;98
Central Falls;;;;Mathematics;;0130530654;;CONNECTED MATHEMATICS-DATA ;;;;;;GLENDA LAPPAN ET., ;;;PRENTICE HALL;;;02
Central Falls;;;;Mathematics;;;CONNECTED MATHEMATICS-DATA ;;;;;;GLENDA LAPPAN ET., ;;;DALE SEYMOUR;;;98;
Central Falls;;;;Mathematics;;1572326409;;CONNECTED MATHEMATICS-FILLING ;;;;;;GLENDA LAPPAN ET., ;;;DALE SEYMOUR;;;98
Central Falls;;;;Mathematics;;0130531111;;CONNECTED MATHEMATICS-GROWING, ;;;;;;GLENDA LAPPAN ET., ;;;PRENTICE HALL;;;02
Central Falls;;;;Mathematics;;1572326271;;CONNECTED MATHEMATICS-HOW ;;;;;;GLENDA LAPPAN ET., ;;;DALE SEYMOUR;;;98
Central Falls;;;;Mathematics;;0130530786;;CONNECTED MATHEMATICS-LOOKING ;;;;;;GLENDA LAPPAN ET., ;;;PRENTICE HALL;;;02
Central Falls;;;;Mathematics;;1572326212;;CONNECTED MATHEMATICS-PRIME ;;;;;;GLENDA LAPPAN ET., ;;;DALE SEYMOUR;;;98
Central Falls;;;;Mathematics;;1572326239;;CONNECTED MATHEMATICS-RUINS OF ;;;;;;GLENDA LAPPAN ET., ;;;DALE SEYMOUR;;;98
Central Falls;;;;Mathematics;;1572326247;;CONNECTED MATHEMATICS-SHAPES ;;;;;;GLENDA LAPPAN ET., ;;;DALE SEYMOUR;;;98
Central Falls;;;;Mathematics;;1572326433;;CONNECTED ;;;;;;GLENDA LAPPAN ET., ;;;DALE SEYMOUR;;;98
Central Falls;;;;Mathematics;;1572321784;;CONNECTED MATHEMATICS-THINKING ;;;;;;GLENDA LAPPAN ET., ;;;PRENTICE HALL;;;02
Central Falls;;;;Mathematics;;157232645X;;CONNECTED ;;;;;;GLENDA LAPPAN ET., ;;;DALE SEYMOUR;;;98
Central Falls;;;;Mathematics;;0538707658;;DECIMALS;;;;;;MERLEWOOD, ;;;SOUTH WESTERN ;;;93
Central Falls;;;;Mathematics;;0943542055;;DECIMALS, FRACTIONS, PERCENTS;;;;;;TRIMBLE, SELBY FITTS;;;ST2 PUBLISHING;;;91
Central Falls;;;;Mathematics;;0538707666;;FRACTIONS;;;;;;MERLE WOOD, ;;;SOUTH WESTERN ;;;93
Central Falls;;;;Mathematics;;0669316652;;GEOMETRY, AM INTEGRATED ;;;;;;LARSON, BOSWELL, ;;;DC HEATH;;;95
Central Falls;;;;Mathematics;;1572324651;;INVESTIGATIONS K;;;;;;WRIGHT, MOKROS, ;;;DALE SEYMOUR;;;98
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Page 17 of 141;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
DistrictName;;;;SubjectDesc;;ISBN10;;Title;;;;;;Author;;;Publisher;;;PublicationYear
Central Falls;;;;Mathematics;;1572326565;;INVESTIGATIONS 1;;;;;;WRIGHT, MOKROS, ;;;DALE SEYMOUR;;;98
Central Falls;;;;Mathematics;;1572327987;;INVESTIGATIONS 2;;;;;;WRIGHT, MOKROS, ;;;DALE SEYMOUR;;;98
Central Falls;;;;Mathematics;;1573237006;;INVESTIGATIONS 3;;;;;;WRIGHT, MOKROS, ;;;DALE SEYMOUR;;;98
Central Falls;;;;Mathematics;;157232466X;;INVESTIGATIONS 4;;;;;;WRIGHT, MOKROS, ;;;DALE SEYMOUR;;;98
Central Falls;;;;Mathematics;;1572326530;;INVESTIGATIONS 5;;;;;;WRIGHT, MOKROS, ;;;DALE SEYMOUR;;;98
Central Falls;;;;Mathematics;;1572327070;;INVESTIGATIONS IN NUMBER, DATA, ;;;;;;MARLENE KLIMAN e al;;;DALE SEYMOUR;;;98
Central Falls;;;;Mathematics;;1572327243;;INVESTIGATIONS IN NUMBER, DATA, ;;;;;;MARLENE KLIMAN e al;;;DALE SEYMOUR;;;98
Central Falls;;;;Mathematics;;1559530014;;KEYS TO ALGEBRA;;;;;;JULIE KING, PETER ;;;KEY CURRICULUM ;;;90
Central Falls;;;;Mathematics;;1559530138;;KEYS TO ALGEBRA;;;;;;JULIE KING, PETER ;;;KEY CURRICULUM ;;;92
Central Falls;;;;Mathematics;;0825116198;;LIVING ON YOUR OWN;;;;;;JEAN BUNNELL;;;J. WESTON WALSH;;;89
Central Falls;;;;Mathematics;;0825142733;;LIVING ON YOUR OWN;;;;;;JEAN BUNNELL;;;J. WESTON WALSH;;;01
Central Falls;;;;Mathematics;;1891629751;;MATH CONNECTIONS YEAR 1;;;;;;BERLINGHOFF, ;;;IT'S ABOUT TIME, ;;;00
Central Falls;;;;Mathematics;;189162976X;;MATH CONNECTIONS YEAR 2;;;;;;BERLINGHOFF, ;;;IT'S ABOUT TIME, ;;;00
Central Falls;;;;Mathematics;;1891629778;;MATH CONNECTIONS YEAR 3;;;;;;BERLINGHOFF,SLAYER;;;IT'S ABOUT TIME INC.;;;00
Central Falls;;;;Mathematics;;0876943660;;MATH FOR EMPLOYMENT;;;;;;LARRY PARSKY PHD;;;EDUCATIONAL ;;;97
Central Falls;;;;Mathematics;;0876943644;;MATH FOR FOOD SERVICE ;;;;;;LARRY PARSKY PHD;;;EDUCATIONAL ;;;97
Central Falls;;;;Mathematics;;0825119081;;MATH IN EVERYDAY LIFE WORKTEXT;;;;;;DAVID E. NEWTON;;;J. WESTON WALSH;;;91
Central Falls;;;;Mathematics;;0876944047;;MATH IN THE SUPERMARKET;;;;;;LARRY PARSKY PHD;;;EDUCATIONAL ;;;98
Central Falls;;;;Mathematics;;1572326417;;MOVING STRAIGHT AHEAD;;;;;;LAPPAN ET., AL.;;;DALE SEYMOUR;;;98
Central Falls;;;;Mathematics;;0538707674;;PERCENTAGES;;;;;;MERLE WOOD, ;;;SOUTH WESTERN ;;;93
Central Falls;;;;Mathematics;;0822469006;;PRACTICAL MATH;;;;;;CAROL STAUDACHER, ;;;FEARON;;;94
Central Falls;;;;Mathematics;;;SPRINGBOARD: MIDDLE SCHOOL ;;;;;;THE COLLEGE BOARD;;;THE COLLEGE BOARD;;;05;
Central Falls;;;;Mathematics;;;SPRINGBOARD: ALGEBRA I;;;;;;THE COLLEGE BOARD;;;THE COLLEGE BOARD;;;05;
Central Falls;;;;Mathematics;;;SPRINGBOARD: GEOMETRY;;;;;;THE COLLEGE BOARD;;;THE COLLEGE BOARD;;;05;
Central Falls;;;;Science;;1891629476;;ACTIVE PHYSICS COMUNICATION;;;;;;EISENKRAFT;;;IT'S ABOUT TIME, ;;;00
Central Falls;;;;Science;;1891629484;;ACTIVE PHYSICS HOME;;;;;;EISENKRAFT;;;IT'S ABOUT TIME, ;;;00
Central Falls;;;;Science;;1891629492;;ACTIVE PHYSICS MEDICINE;;;;;;EISENKRAFT;;;IT'S ABOUT TIME, ;;;00
Central Falls;;;;Science;;1891629506;;ACTIVE PHYSICS PREDICTIONS;;;;;;EISENKRAFT;;;IT'S ABOUT TIME, ;;;00
Central Falls;;;;Science;;1891629514;;ACTIVE PHYSICS SPORTS;;;;;;EISENKRAFT;;;IT'S ABOUT TIME, ;;;00
Central Falls;;;;Science;;1891629522;;ACTIVE PHYSICS TRANSPORTATION;;;;;;EISENKRAFT;;;IT'S ABOUT TIME, ;;;00
Central Falls;;;;Science;;083593557T;;BIOLOGY;;;;;;LUCY JANE BLEDSOE;;;FEARON;;;98
Central Falls;;;;Science;;0138030995;;BIOLOGY;;;;;;MILLER/LEVINE;;;PRENTICE HALL;;;95
Central Falls;;;;Science;;0028254317;;BIOLOGY - DYNAMICS OF LIFE;;;;;;BIGGS/KAPICKA/LUND;;;GLENCOE/MCGRAW - ;;;98
Central Falls;;;;Science;;0835903605;;BIOLOGY - SURVEY OF LIVING THINGS;;;;;;ROSEN;;;GLOBE BOOK CO.;;;92
Central Falls;;;;Science;;0134342763;;BIOLOGY - THE HUMAN BODY;;;;;;MILLER/LEVINE;;;PRENTICE HALL;;;98
Central Falls;;;;Science;;0134260325;;BIOLOGY - THE LIVING SCIENCE;;;;;;MILLER/LEVINE;;;PRENTICE HALL;;;98
Central Falls;;;;Science;;0130543845;;CHEMISTRY;;;;;;WILBRAHAM, ;;;ADDISON WESLEY;;;02
Central Falls;;;;Science;;0787205605;;CHEMISTRY IN THE COMMUNITY;;;;;;AMERICAN ;;;KENDAL/HUNT ACS;;;98
Central Falls;;;;Science;;1556758189;;CONCEPTS & CHALLENGES IN LIFE ;;;;;;BERNSTEIN, ;;;GLOBE BOOK CO.;;;91
Central Falls;;;;Science;;0130584863;;CONCEPTUAL PHYSICS;;;;;;HEWITT;;;PRENTICE HALL;;;02
Central Falls;;;;Science;;067340143X;;DISCOVER SCIENCE;;;;;;GUY, COHEN;;;SCOTT - FORESMAN;;;93
Central Falls;;;;Science;;0673356884;;DISCOVER SCIENCE;;;;;;GUY, COHEN;;;SCOTT - FORESMAN;;;93
Central Falls;;;;Science;;0673356892;;DISCOVER SCIENCE;;;;;;GUY, COHEN;;;SCOTT - FORESMAN;;;93
Central Falls;;;;Science;;0673356894;;DISCOVER SCIENCE;;;;;;GUY, COHEN;;;SCOTT - FORESMAN;;;93
Central Falls;;;;Science;;0673356906;;DISCOVER SCIENCE;;;;;;GUY, COHEN;;;SCOTT - FORESMAN;;;93
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Page 18 of 141;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
DistrictName;;;;SubjectDesc;;ISBN10;;Title;;;;;;Author;;;Publisher;;;PublicationYear
Central Falls;;;;Science;;0673356930;;DISCOVER SCIENCE;;;;;;GUY, COHEN;;;SCOTT - FORESMAN;;;93
Central Falls;;;;Science;;0673356949;;DISCOVER SCIENCE;;;;;;GUY, COHEN;;;SCOTT - FORESMAN;;;93
Central Falls;;;;Science;;0673356957;;DISCOVER SCIENCE;;;;;;GUY, COHEN;;;SCOTT - FORESMAN;;;93
Central Falls;;;;Science;;0673356965;;DISCOVER SCIENCE;;;;;;GUY, COHEN;;;SCOTT - FORESMAN;;;93
Central Falls;;;;Science;;067340143X;;DISCOVER SCIENCE;;;;;;GUY, COHEN;;;SCOTT - FORESMAN;;;93
Central Falls;;;;Science;;0673423409;;DISCOVER SCIENCE;;;;;;GUY, COHEN;;;SCOTT - FORESMAN;;;91
Central Falls;;;;Science;;0673356892;;DISCOVER SCIENCE - 5;;;;;;COHEN;;;SCOTT - FORESMAN;;;
Central Falls;;;;Science;;067340188X;;DISCOVER THE WONDER;;;;;;DAVID HEIL;;;SCOTT - FORESMAN;;;96
Central Falls;;;;Science;;;DYNAMIC PROCESSES;;;;;;ROSEN;;;GLOBE BOOK CO.;;;92;
Central Falls;;;;Science;;0805349405;;ESSENTIALS OF HUMAN ANATOMY & ;;;;;;ELAINE N. MARIEB;;;ADDISON WESLEY;;;00
Central Falls;;;;Science;;067507276X;;FOCUS ON PHYSICAL SCIENCE;;;;;;HEIMLER/PRICE;;;MERRILL PUBLISHING ;;;87
Central Falls;;;;Science;;0130234346;;GENERAL SCIENCE;;;;;;PEARSON LEARNING ;;;FEARON;;;01
Central Falls;;;;Science;;0585910783;;IES CLIMATE AND WEATHER;;;;;;SMITH, SOUTHARD, ;;;IT'S ABOUT TIME, ;;;01
Central Falls;;;;Science;;1585910813;;IES DYNAMIC PLANET;;;;;;SMITH, SOUTHARD, ;;;IT'S ABOUT TIME, ;;;01
Central Falls;;;;Science;;1585910791;;IES ROCKS AND LANDFORMS;;;;;;SMITH, SOUTHARD, ;;;IT'S ABOUT TIME, ;;;01
Central Falls;;;;Science;;1585910740;;INVESTIGATING EARTH SYSTEMS - ;;;;;;SMITH, SOUTHARD, ;;;IT'S ABOUT TIME, ;;;01
Central Falls;;;;Science;;1585910775;;INVESTIGATING EARTH SYSTEMS - ;;;;;;SMITH, SOUTHARD, ;;;IT'S ABOUT TIME, ;;;01
Central Falls;;;;Science;;1585910910;;INVESTIGATING EARTH SYSTEMS ;;;;;;MICHAEL SMITH;;;LAURIE KREINDLER;;;02
Central Falls;;;;Science;;1585910902;;INVESTIGATING EARTH SYSTEMS ITS ;;;;;;MICHAEL SMITH;;;LAURIE KREINDLER;;;02
Central Falls;;;;Science;;1585910945;;INVESTIGATING EARTH SYSTEMS OUR ;;;;;;MICHAEL SMITH;;;LAURIE KREINDLER;;;02
Central Falls;;;;Science;;1585910783;;INVESTIGATIONS EARTH SYSTEMS ;;;;;;MICHAEL SMITH;;;LAURIE KREINDLER;;;02
Central Falls;;;;Science;;1585910929;;INVESTIGATIONS EARTH SYSTEMS ;;;;;;MICHAEL SMITH;;;LAURIE KREINDLER;;;02
Central Falls;;;;Science;;0030505976;;PHYSICS;;;;;;;;HOLT, RINEHART & ;;;98;
Central Falls;;;;Science;;0028254732;;PHYSICS PRINCIPLES & PROBLEMS;;;;;;ZITZEWITZ;;;GLENCOE;;;98
Central Falls;;;;Science;;0382318274;;SCIENCE HORIZONS;;;;;;MALLINSON;;;SILVER BURDETT GIN;;;93
Central Falls;;;;Science;;028275020;;SCIENCE INTERACTIONS;;;;;;ZITZEWITZ;;;GLENCOE;;;96
Central Falls;;;;Science;;0028268040;;SCIENCE INTERACTIONS COURSE 2;;;;;;ZITZEWITZ;;;GLENCO/MCGRAW ;;;95
Central Falls;;;;Science;;0028268563;;SCIENCE INTERACTIONS COURSE 3;;;;;;ZITEWITZ;;;GLENCO/MCGRAW ;;;95
Chariho;;;;English/Lang;;066948038X;;DAYBOOK OF CRITICAL READING & ;;;;;;SPANDELL;;;HOUGHTON-MIFFLIN;;;01
Chariho;;;;English/Lang;;0382103378;;ENGLISH GRADE 6;;;;;;TOTH RAGNO;;;SILVER BURDETT;;;87
