;;;;;;;;;;;;;;;;;;;;
State Approved Textbook List 2007;;;;;;;;;;;;;;;;;;;;
3/25/2008;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
DistrictName;;;;SubjectDesc;;ISBN10;;Title;;;;;;Author;;;Publisher;;;PublicationYear
;;;;;;;;;;;;;;;;;;;;
DistrictName;;;;SubjectDesc;;ISBN10;;Title;;;;;;Author;;;Publisher;;;PublicationYear
Newport;;;;Science;;003003082X;;Holt Science;;;;;;;;Holt Reinhart Winston;;;1986;
Newport;;;;Science;;;Holt Science;;;;;;Hassard & Peck;;;Harcourt Brace;;;1986;
Newport;;;;Science;;067329501X;;Health For Life;;;;;;;;Scott, Foresman & Co.;;;1987;
Newport;;;;Science;;067329501X;;Health For Life;;;;;;J. Richmond, E. Pounds, ;;;Scott, Foresman & Co.;;;1987
Newport;;;;Science;;;Health For Life;;;;;;J. Richmond, E. Pounds, ;;;Scott, Foresman & Co.;;;1987;
Newport;;;;Science;;;Health For Life;;;;;;J. Richmond, E. Pounds, ;;;Scott, Foresman & Co.;;;1987;
Newport;;;;Science;;;Health For Life;;;;;;J. Richmond, E. Pounds, ;;;Scott, Foresman & Co.;;;1984;
Newport;;;;Science;;;Health For Life;;;;;;J. Richmond;;;Scott, Foresman & Co.;;;1987;
Newport;;;;Science;;;Holt Science Grade 2;;;;;;;;;Holt, Rinehart & ;;;1986;
Newport;;;;Science;;;Holt Science;;;;;;J. Abruscato, J. Fossacec;;;Holt, Rinehart, & ;;;1986;
Newport;;;;Science;;003003079X;;Holt Science;;;;;;;;Holt;;;1986;
Newport;;;;Science;;003003082X;;Holt Science;;;;;;;;Holt, Rinehart & ;;;1986;
Newport;;;;Science;;;Holt Science;;;;;;;;;Holt, Rinehart & ;;;1984;
Newport;;;;Science;;067329501X;;Health For Life;;;;;;J. Richmond, E. Pounds, ;;;Scott, Foresman & Co.;;;1987
Newport;;;;Science;;;Health For Life;;;;;;J. Richmond, E. Pounds, ;;;Scott, Foresman & Co.;;;1987;
Newport;;;;Science;;;Health For Life;;;;;;J. Richmond, E. Pounds, ;;;Scott, Foresman & Co.;;;1987;
Newport;;;;Science;;;Health For Life;;;;;;J. Richmond, E. Pounds, ;;;Scott, Foresman & Co.;;;1984;
Newport;;;;Science;;;Health For Life;;;;;;J. Richmond;;;Scott, Foresman & Co.;;;1987;
Newport;;;;Science;;;Holt Science Grade 2;;;;;;;;;Holt, Rinehart & ;;;1986;
Newport;;;;Science;;;Holt Science;;;;;;J. Abruscato, J. Fossacec;;;Holt, Rinehart, & ;;;1986;
Newport;;;;Science;;003003079X;;Holt Science;;;;;;;;Holt;;;1986;
Newport;;;;Science;;003003082X;;Holt Science;;;;;;;;Holt, Rinehart & ;;;1986;
Newport;;;;Science;;;Holt Science;;;;;;;;;Holt, Rinehart & ;;;1986;
Newport;;;;Science;;;Concepts and Challenges In PHYSICAL ;;;;;;Bernstein, Schachter, ;;;Globe Book Company;;;1991;
Newport;;;;Science;;;Concepts and Challenges In EARTH ;;;;;;Bernstein, Schachter, ;;;Globe Book Company;;;1986;
Newport;;;;Science;;;Holt Earth Science;;;;;;Frank and Knight;;;Harcourt Brace & Co.;;;1994;
Newport;;;;Science;;;Catastrophic Events;;;;;;Smithsonian/National ;;;Carolina Biological;;;2000;
Newport;;;;Science;;;Earth Science;;;;;;Frank et al;;;Holt, Rinehart, & ;;;1994;
Newport;;;;Science;;;The American Journey-Beginnings to 1877;;;;;;Appleby, Brinkley, ;;;Glencoe McGraw-Hill;;;2002;
Newport;;;;Science;;;Colonial Life;;;;;;Barbara Burt;;;National Geographic;;;2002;
Newport;;;;Science;;;Fight for Freedom;;;;;;Daniel Rosen;;;;;2003;;
Newport;;;;Science;;;Declaration of Independence;;;;;;Judith Yero;;;;;2004;;
Newport;;;;Science;;;The Constitution;;;;;;Paul Finkelman;;;;;2004;;
Newport;;;;Science;;0150030773;;Holt Science Grade 2;;;;;;;;Holt, Rinehart & ;;;1986;
Newport;;;;Science;;0030030781;;Holt Science;;;;;;J. Abruscato, J. Fossacec;;;Holt, Rinehart & ;;;1986
Newport;;;;Science;;003003079X;;Holt Science;;;;;;J. Abruscato, J. Fossacec;;;Holt, Rinehart & ;;;1986
Newport;;;;Science;;003003082X;;Holt Science;;;;;;J. Abruscato, J. Fossacec;;;Holt, Rinehart & ;;;1986
Newport;;;;Science;;0030030749;;Holt Science;;;;;;;;Holt, Rinehart & ;;;1984;
North Kingstown;;;;English/Lang;;039593169X;;THE LANGUAGE OF LITERATURE-6;;;;;;APPLEBEE ET AL;;;MCDOUGALL;;;2001
North Kingstown;;;;English/Lang;;0395931703;;THE LANGUAGE OF LITERATURE-7;;;;;;APPLEBEE ET AL;;;MCDOUGALL;;;2001
North Kingstown;;;;English/Lang;;0395931711;;THE LANGUAGE OF LITERATURE-8;;;;;;APPLEBEE ET AL;;;MCDOUGALL;;;2001
North Kingstown;;;;English/Lang;;039596736-8;;LANGUAGE NETWORK-6;;;;;;;;MCDOUGALL;;;2001;
North Kingstown;;;;English/Lang;;0395967376;;LANGUAGE NETWORK-7;;;;;;;;MCDOUGALL;;;2001;
North Kingstown;;;;English/Lang;;0395967384;;LANGUAGE NETWORK-8;;;;;;;;MCDOUGALL;;;2001;
North Kingstown;;;;English/Lang;;039593172X;;The Language of Literature - 9;;;;;;Applebee, et.al.;;;McDougall Littell;;;2001
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Page 77 of 141;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
DistrictName;;;;SubjectDesc;;ISBN10;;Title;;;;;;Author;;;Publisher;;;PublicationYear
North Kingstown;;;;English/Lang;;0395931819;;The Language of Literature - Amer;;;;;;Applebee, et.al.;;;McDougall Littell;;;2001
North Kingstown;;;;English/Lang;;0395931827;;The Language of Literature - Brit;;;;;;Applebee, et.al.;;;McDougall Littell;;;2001
North Kingstown;;;;English/Lang;;0395967392;;Language Network - 9;;;;;;;;McDougall Littell;;;2001;
North Kingstown;;;;English/Lang;;0395967406;;Language Network - 10;;;;;;;;McDougall Littell;;;2001;
North Kingstown;;;;Foreign ;;0838417744;;Abriendo Paso: Lectura 2/e;;;;;;Diaz and Collins;;;Pearson Prentice Hall;;;2001
North Kingstown;;;;Foreign ;;0801309719;;Una vez mas;;;;;;Crouch, et. Al.;;;Pearson Prentice Hall;;;1993
North Kingstown;;;;Foreign ;;0877205779;;German Second and Third Year Grammar;;;;;;Reinert;;;AMSCO School Pub.;;;1994
North Kingstown;;;;Foreign ;;0030565979;;Komm Mit! Level 1;;;;;;various;;;Holt, Rinehart and ;;;2003
North Kingstown;;;;Foreign ;;0030565987;;Komm Mit! Level 2;;;;;;various;;;Holt, Rinehart and ;;;2003
North Kingstown;;;;Foreign ;;0078606616;;Bon Voyage! Level 3;;;;;;various;;;Glencoe McGraw-Hill;;;2005
North Kingstown;;;;Foreign ;;0078656605;;Bon Voyage! Level 2;;;;;;various;;;Glencoe McGraw-Hill;;;2005
North Kingstown;;;;Foreign ;;0078656303;;Bon Voyage! Level 1;;;;;;various;;;Glencoe McGraw-Hill;;;2005
North Kingstown;;;;Foreign ;;0883770814;;Bravo!;;;;;;various;;;HEINLE & HEINLE;;;2002
North Kingstown;;;;Foreign ;;0130978809;;Conexiones: Communicacion y cultura;;;;;;Zayas-Barzan, et.al.;;;Pearson Prentice Hall;;;2002
North Kingstown;;;;Foreign ;;0618250654;;En Espanol! Level IV;;;;;;Gahala, et.al;;;McDougal Littell;;;2004
North Kingstown;;;;Foreign ;;0618250689;;En Espanol! Level III;;;;;;Gahala, et.al;;;McDougal Littell;;;2004
North Kingstown;;;;Foreign ;;0618250638;;En Espanol! Level II;;;;;;Gahala, et.al;;;McDougal Littell;;;2004
North Kingstown;;;;Foreign ;;0618250573;;En Espanol! Level I;;;;;;Gahala, et.al;;;McDougal Littell;;;2004
North Kingstown;;;;Foreign ;;013035967X;;Realidades B;;;;;;Boyles, et.al.;;;Pearson Prentice Hall;;;2004
North Kingstown;;;;Foreign ;;0130359661;;Realidades A;;;;;;Boyles, et.al.;;;Pearson Prentice Hall;;;2004
North Kingstown;;;;History/Socia;;0131307711;;History of Our World: The Early Ages;;;;;;Jacobs and LeVasseur;;;Pearson Prentice Hall;;;2005
North Kingstown;;;;History/Socia;;0131816519;;Foundations of Geography;;;;;;Jacobs and LeVasseur;;;Pearson Prentice Hall;;;2005
North Kingstown;;;;History/Socia;;0131816543;;Africa;;;;;;Jacobs and LeVasseur;;;Pearson Prentice Hall;;;2005
North Kingstown;;;;History/Socia;;013181656X;;Asia and the Pacific;;;;;;Jacobs and LeVasseur;;;Pearson Prentice Hall;;;2005
North Kingstown;;;;History/Socia;;0131316551;;Europe and Russia;;;;;;Jacobs and LeVasseur;;;Pearson Prentice Hall;;;2005
North Kingstown;;;;History/Socia;;0131816497;;Latin America;;;;;;Jacobs and LeVasseur;;;Pearson Prentice Hall;;;2005
North Kingstown;;;;History/Socia;;0131816535;;The United States and Canada;;;;;;Jacobs and LeVasseur;;;Pearson Prentice Hall;;;2005
North Kingstown;;;;History/Socia;;0131142852;;The Western Heritage;;;;;;Kagan;;;Pearson Prentice Hall;;;2004
North Kingstown;;;;History/Socia;;0618377115;;Modern World History;;;;;;Beck, et.al.;;;McDougal Littell;;;2005
North Kingstown;;;;History/Socia;;0618377190;;The Americans;;;;;;Danzer, et.al.;;;McDougal Littell;;;2005
North Kingstown;;;;History/Socia;;0131943308;;The American Nation;;;;;;Garraty;;;Longman (Pearson ;;;2006
North Kingstown;;;;History/Socia;;0078606934;;Economics:  Principles and Practices;;;;;;Clayton;;;GLENCOE-MCGRAW-;;;2005
North Kingstown;;;;History/Socia;;0618479406;;The American Pageant, 13th ed.;;;;;;Kennedy, et. al.;;;McDougal Littell;;;2006
North Kingstown;;;;History/Socia;;0078600197;;Street Law: Acourse in Practical Law;;;;;;;;GLENCOE-MCGRAW-;;;2005;
North Kingstown;;;;History/Socia;;0078285763;;Sociology and You;;;;;;Shepard & Greene;;;GLENCOE-MCGRAW-;;;2003
North Kingstown;;;;History/Socia;;0314140905;;Psychology and You;;;;;;McMahon & Romano;;;GLENCOE-MCGRAW-;;;2000
North Kingstown;;;;History/Socia;;131838180;;THE WESTERN HERITAGE, 8TH ED;;;;;;KAGAN;;;PRENTICE HALL;;;2004
North Kingstown;;;;Mathematics;;131001914;;Excursions in Modern Math;;;;;;Tannenbaum;;;Prentice Hall;;;2004
North Kingstown;;;;Mathematics;;131873636;;Excursions in Modern Math;;;;;;Tannenbaum;;;Prentice Hall;;;2006
North Kingstown;;;;Mathematics;;0028332407;;PRE-ALGEBRA: AN INTEGRATED ;;;;;;;;GLENCOE-MCGRAW-;;;1999;
North Kingstown;;;;Mathematics;;0130236381;;PACEMAKER ALGEBRA I;;;;;;;;GLOBE FEARON;;;2005;
North Kingstown;;;;Mathematics;;0130238376;;PACEMAKER GEOMETRY;;;;;;;;GLOBE FEARON;;;2005;
North Kingstown;;;;Mathematics;;1578373417;;BRIDGES TO ALGEBRA AND GEOMETRY;;;;;;;;CORD ;;;2004;
North Kingstown;;;;Mathematics;;1578373263;;Algebra I: Math in Context;;;;;;;;Cord Communications;;;2004;
North Kingstown;;;;Mathematics;;1578373360;;Geometry:  Math in Context;;;;;;;;Cord Communications;;;2004;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Page 78 of 141;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
DistrictName;;;;SubjectDesc;;ISBN10;;Title;;;;;;Author;;;Publisher;;;PublicationYear
North Kingstown;;;;Mathematics;;0131399666;;ALGEBRA I;;;;;;SCHULTZ ET AL;;;PRENTICE HALL;;;2007
North Kingstown;;;;Mathematics;;0131339982;;ALGEBRA II;;;;;;SCHULTZ ET AL;;;PRENTICE HALL;;;2007
North Kingstown;;;;Mathematics;;0716736527;;DISCRETE MATHEMATICS THROUGH ;;;;;;CRISLER;;;WH FREEMAN;;;2000
North Kingstown;;;;Mathematics;;0321275934;;A SURVEY OF MATHEMATICS WITH ;;;;;;ANGEL/ABBOT, ET AL;;;PEARSON/PRENTICE ;;;2005
North Kingstown;;;;Mathematics;;0130206938;;TRIGONOMETRY ENCHANCED ;;;;;;SULLIVAN ET AL;;;PRENTICE HALL;;;2000
North Kingstown;;;;Mathematics;;013227650X;;PRECALCULUS: GRAPHICAL, ;;;;;;DEMAN ET AL;;;PRENTICE HALL;;;2007
North Kingstown;;;;Mathematics;;0131924966;;PRECALCULUS: ENHANCED WITH ;;;;;;SULLIVAN ET AL;;;PRENTICE HALL;;;2006
North Kingstown;;;;Mathematics;;0131339974;;GEOMETRY;;;;;;KENNEDY, CHARLES ;;;PRENTICE HALL;;;2007
North Kingstown;;;;Mathematics;;0132014084;;CALCULUS: GRAPHICAL, NUMERICAL, ;;;;;;FINNEY ET AL;;;PRENTICE HALL;;;2007
North Kingstown;;;;Mathematics;;0078651131;;ALGEBRA I;;;;;;COLLINS ET AL;;;GLENCOE;;;2005
North Kingstown;;;;Mathematics;;0078656095;;ALGEBRA II;;;;;;HOLLIDAY, CUEVAS, ;;;GLENCOE;;;2005
North Kingstown;;;;Mathematics;;0078651069;;GEOMETRY;;;;;;BOYD, CUMMINS, ET ;;;GLENCOE;;;2005
North Kingstown;;;;Mathematics;;0201737353;;STATS: MODELING THE WORLD;;;;;;BOCK, VELLEMAN, ;;;PEARSON/ADDISON ;;;2004
North Kingstown;;;;Mathematics;;1559532254;;ADVANCED ALGEBRA THROUGH ;;;;;;MURDOCK ET AL;;;GLENCOE;;;2006
North Kingstown;;;;Mathematics;;0078652537;;MATHEMATICS: APPLICATIONS AND ;;;;;;;;GLENCOE;;;2006;
North Kingstown;;;;Mathematics;;0078652634;;MATHEMATICS: APPLICATIONS AND ;;;;;;;;GLENCOE;;;2006;
North Kingstown;;;;Mathematics;;0078652650;;MATHEMATICS: APPLICATIONS AND ;;;;;;;;GLENCOE;;;2006;
North Kingstown;;;;Science;;1585910554;;EARTH'S DYNAMIC GEOSPHERE;;;;;;AGI;;;IT'S ABOUT TIME;;;2001
North Kingstown;;;;Science;;1585910570;;EARTH'S FLUID SPHERES;;;;;;AGI;;;IT'S ABOUT TIME;;;2001
North Kingstown;;;;Science;;1585910589;;EARTH'S NATURAL RESOURCES;;;;;;AGI;;;IT'S ABOUT TIME;;;2001
North Kingstown;;;;Science;;1585910587;;EARTH SYSTEM EVOLUTION;;;;;;AGI;;;IT'S ABOUT TIME;;;2001
North Kingstown;;;;Science;;1585910562;;UNDERSTANDING YOUR ENVIRONMENT;;;;;;AGI;;;IT'S ABOUT TIME;;;2001
North Kingstown;;;;Science;;0534389619;;LIVING IN THE ENVIRONMENT;;;;;;MILLER;;;BROOKS-COLE;;;2002
North Kingstown;;;;Science;;0134344863;;ENVIRONMENTAL SCIENCE;;;;;;;;PRENTICE-HALL;;;2000;
North Kingstown;;;;Science;;0-13434489-8;;INSIDE EARTH;;;;;;;;PRENTICE-HALL;;;2000;
North Kingstown;;;;Science;;007299181X;;Astronomy: Journey to the Cosmic Frontier;;;;;;Fix;;;GLENCOE-MCGRAW-;;;2006
North Kingstown;;;;Science;;0078297494;;Biology: An Everyday Experience;;;;;;Glencoe-Science;;;GLENCOE-MCGRAW-;;;2003
North Kingstown;;;;Science;;0078299004;;Biology: Dynamics of Life;;;;;;Glencoe-Science;;;GLENCOE-MCGRAW-;;;2004
North Kingstown;;;;Science;;0130543837;;Chemistry: Connections to Our Changing ;;;;;;Various;;;Pearson Prentice Hall;;;2002
North Kingstown;;;;Science;;0078664187;;Chemistry: Matter and Change;;;;;;Glencoe-Science;;;GLENCOE-MCGRAW-;;;2005
North Kingstown;;;;Science;;0072930276;;Chemistry;;;;;;Chang;;;GLENCOE-MCGRAW-;;;2005
North Kingstown;;;;Science;;0131662554;;Biology;;;;;;Miler and Levine;;;Pearson Prentice Hall;;;2006
North Kingstown;;;;Science;;0920008925;;How The World Works and Your Place in It;;;;;;Glencoe-Science;;;GLENCOE-MCGRAW-;;;2005
North Kingstown;;;;Science;;0805300120;;Essentials of Human Anatomy and ;;;;;;Marieb;;;Pearson Prentice Hall;;;2003
North Kingstown;;;;Science;;0130364134;;Introduction to Horticulture;;;;;;Schroeder, Seagle, et. al.;;;Pearson Prentice Hall;;;2004
North Kingstown;;;;Science;;0073040819;;Fundamentals of Oceanography;;;;;;Sverdup, Duxbury  & ;;;GLENCOE-MCGRAW-;;;2006
North Kingstown;;;;Science;;0078600510;;Physical Science;;;;;;Glencoe-Science;;;GLENCOE-MCGRAW-;;;2005
North Kingstown;;;;Science;;0471151831;;Physics, 6th Ed.;;;;;;Cutnell;;;John Wiley & Sons;;;2004
North Kingstown;;;;Science;;0131663011;;Conceptual Physics;;;;;;Hewitt;;;Pearson Prentice Hall;;;2006
North Providence;;;;English/Lang;;0137133146;;Prentice Hall Literature;;;;;;;;Prentice Hall;;;91;
North Providence;;;;English/Lang;;0134340566;;Timeless Voices, Timeless Themes - Gold;;;;;;;;Prentice Hall;;;99;
North Providence;;;;English/Lang;;0130502884;;Timeless Voices, Timeless Themes - Platinum;;;;;;;;Prentice Hall;;;00;
North Providence;;;;English/Lang;;013050289X;;Timeless Voices, Timeless Themes, ;;;;;;;;Prentice Hall;;;00;
North Providence;;;;English/Lang;;0130502804;;Timeless Voices, Timeless Themes, British ;;;;;;;;Prentice Hall;;;00;
North Providence;;;;English/Lang;;0321084926;;Call to Write;;;;;;;;Prentice Hall;;;01;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Page 79 of 141;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
DistrictName;;;;SubjectDesc;;ISBN10;;Title;;;;;;Author;;;Publisher;;;PublicationYear
North Providence;;;;English/Lang;;0312255950;;The Compact Bedford Introduction to Drama;;;;;;;;Bedford Freeman ;;;05;
North Providence;;;;English/Lang;;013050288X;;Literature;;;;;;;;Prentice Hall;;;00;
North Providence;;;;English/Lang;;0618426507;;Houghton Mifflin Reading Kit ;;;;;;;;Houghton Mifflin;;;06;
North Providence;;;;English/Lang;;0618619305;;Here We Go;;;;;;;;Houghton Mifflin;;;06;
North Providence;;;;English/Lang;;0618619313;;Let's Be Friends;;;;;;;;Houghton Mifflin;;;06;
North Providence;;;;English/Lang;;061861933X;;Surprises;;;;;;;;Houghton Mifflin;;;06;
North Providence;;;;English/Lang;;0618619348;;Treasures;;;;;;;;Houghton Mifflin;;;06;
North Providence;;;;English/Lang;;0618619356;;Wonders;;;;;;;;Houghton Mifflin;;;06;
North Providence;;;;English/Lang;;0618619364;;Adventures;;;;;;;;Houghton Mifflin;;;06;
North Providence;;;;English/Lang;;0618619372;;Delights;;;;;;;;Houghton Mifflin;;;06;
North Providence;;;;English/Lang;;0618619380;;Rewards;;;;;;;;Houghton Mifflin;;;06;
North Providence;;;;English/Lang;;0618619399;;Horizons;;;;;;;;Houghton Mifflin;;;06;
North Providence;;;;English/Lang;;0618619402;;Traditions;;;;;;;;Houghton Mifflin;;;06;
North Providence;;;;English/Lang;;0618619429;;Expeditions;;;;;;;;Houghton Mifflin;;;06;
North Providence;;;;English/Lang;;0618601341;;The Languauge of Literature;;;;;;;;McDougal-Littell;;;06;
North Providence;;;;English/Lang;;0618601430;;The Languauge of Literature;;;;;;;;McDougal-Littell;;;06;
North Providence;;;;English/Lang;;0618601449;;The Languauge of Literature;;;;;;;;McDougal-Littell;;;06;
North Providence;;;;English/Lang;;0134348621;;Timeless Voices;;;;;;;;Prentice Hall;;;99;
North Providence;;;;Foreign ;;0130359661;;Spanish/Realidades;;;;;;;;Prentice Hall;;;04;
North Providence;;;;Foreign ;;0026408686;;French/Invitation to Language;;;;;;;;McGraw-Hill;;;98;
North Providence;;;;Foreign ;;0138389055;;Juntos Uno;;;;;;;;Prentice Hall;;;97;
North Providence;;;;Foreign ;;0134156625;;Juntos Dos;;;;;;;;Prentice Hall;;;97;
North Providence;;;;Foreign ;;0130508497;;Juntos Tres;;;;;;;;Prentice Hall;;;00;
North Providence;;;;Foreign ;;0131071297;;Conexiones;;;;;;;;Prentice Hall;;;99;
North Providence;;;;Foreign ;;0618035044;;Discovering French Bleu;;;;;;;;McDougal-Littell;;;01;
North Providence;;;;Foreign ;;0618035052;;Discovering French Blanc;;;;;;;;McDougal-Littell;;;01;
North Providence;;;;Foreign ;;0618035060;;Discovering French Rouge;;;;;;;;McDougal-Littell;;;01;
North Providence;;;;Foreign ;;002647073X;;Invitation to Languages;;;;;;;;McGraw-Hill;;;98;
North Providence;;;;Foreign ;;096372794X;;Italian/Amici;;;;;;;;MVM Publishing;;;99;
North Providence;;;;History/Socia;;0078203384;;Understanding Psychology;;;;;;;;Glenco;;;01;
North Providence;;;;History/Socia;;0618108785;;The Americans;;;;;;;;McDougal-Littell;;;03;
North Providence;;;;History/Socia;;0030046820;;World Geography Today;;;;;;;;Holt, Rinehart;;;03;
North Providence;;;;History/Socia;;0030533597;;"World History ""People and Nations""";;;;;;;;Holt, Rinehart;;;00;
North Providence;;;;History/Socia;;0028235568;;Economics: Principles and Practices;;;;;;;;Glencoe;;;99;
North Providence;;;;History/Socia;;0130370487;;American Government;;;;;;;;Prentice Hall;;;03;
North Providence;;;;History/Socia;;0030966396;;Story of America;;;;;;;;Holt, Rinehart;;;91;
North Providence;;;;History/Socia;;0321081676;;Sociology and You;;;;;;;;NTC;;;01;
North Providence;;;;History/Socia;;0321081676;;The American People;;;;;;;;Addison-Wesley;;;01;
North Providence;;;;History/Socia;;0321087771;;Government in America;;;;;;;;Congman;;;02;
North Providence;;;;History/Socia;;0030646839;;World History;;;;;;;;Holt, Rinehart;;;03;
North Providence;;;;History/Socia;;0314027947;;Western Civilization;;;;;;;;West;;;94;
North Providence;;;;History/Socia;;0130233048;;U.S. History 3rd Edition;;;;;;;;Globe Fearon;;;01;
North Providence;;;;History/Socia;;083591027X;;United States Geography 2nd edition;;;;;;;;Globe Fearon;;;95;
North Providence;;;;History/Socia;;0130588490;;Civil War - Present;;;;;;;;Prentice Hall;;;03;
North Providence;;;;History/Socia;;2130244104;;U.S. History 3rd Edition;;;;;;;;Globe Fearon;;;01;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Page 80 of 141;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
DistrictName;;;;SubjectDesc;;ISBN10;;Title;;;;;;Author;;;Publisher;;;PublicationYear
North Providence;;;;History/Socia;;0028232917;;Geography: The World and Its People;;;;;;;;Glenco;;;98;
North Providence;;;;History/Socia;;0021498075;;People & Places w/Atlas;;;;;;;;MacMillan/McGraw-Hill;;;03;
North Providence;;;;History/Socia;;0021498083;;We Live Together w/Atlas;;;;;;;;MacMillan/McGraw-Hill;;;03;
North Providence;;;;History/Socia;;0021498091;;Our Communities w/Atlas;;;;;;;;MacMillan/McGraw-Hill;;;03;
North Providence;;;;History/Socia;;0021498113;;Our Country's Regions w/Atlas;;;;;;;;MacMillan/McGraw-Hill;;;03;
North Providence;;;;History/Socia;;0130629995;;World Explorer: The Ancient World;;;;;;;;Prentice Hall;;;03;
North Providence;;;;History/Socia;;0130629952;;World Explorer: Medieval Times to Today;;;;;;;;Prentice Hall;;;03;
North Providence;;;;History/Socia;;0130588482;;The American Nation (Beginning - 1877);;;;;;;;Prentice Hall;;;03;
North Providence;;;;Mathematics;;0201690101;;SF/AW Math;;;;;;unknown;;;Scott Foresman;;;98
North Providence;;;;Mathematics;;0201364034;;SF/AW Math Course 1;;;;;;;;Scott Foresman;;;99;
North Providence;;;;Mathematics;;0201364093;;SF/AW Math Course 2;;;;;;;;Scott Foresman;;;99;
North Providence;;;;Mathematics;;0201364158;;SF/AW Math Course 3;;;;;;;;Scott Foresman;;;99;
North Providence;;;;Mathematics;;0130501859;;Geometry;;;;;;;;Prentice Hall;;;01;
North Providence;;;;Mathematics;;0078228875;;Algebra II;;;;;;;;Glencoe;;;01;
North Providence;;;;Mathematics;;061800730X;;Advanced Mathematics;;;;;;;;McDougal-Littell;;;00;
North Providence;;;;Mathematics;;0201531747;;Calculus;;;;;;;;Addison-Wesley;;;98;
North Providence;;;;Mathematics;;0201869403;;Foundations of Algebra;;;;;;;;Addison-Wesley;;;98;
North Providence;;;;Mathematics;;0030513391;;Practical Mathematics (Consumer ;;;;;;;;Holt, Rinehart;;;98;
North Providence;;;;Mathematics;;0030513375;;Practical Mathematics (Skills and Concepts);;;;;;;;Holt, Rinehart;;;98;
North Providence;;;;Mathematics;;0822408090;;Practical Mathematics;;;;;;;;Globe Fearon;;;90;
North Providence;;;;Mathematics;;0785404805;;Consumer Mathematics;;;;;;;;AGS;;;97;
North Providence;;;;Mathematics;;0785409165;;Basic Math Skills;;;;;;;;AGS;;;97;
North Providence;;;;Mathematics;;0201285401;;Pre-Algebra;;;;;;;;Addison-Wesley;;;92;
North Providence;;;;Mathematics;;0538686618;;Math Matters 2;;;;;;;;National Textbook ;;;01;
North Providence;;;;Mathematics;;0538676949;;Century 21 Accounting 7th edition;;;;;;;;South-Western ;;;00;
North Providence;;;;Mathematics;;0673234509;;Math for Life;;;;;;;;Scott Foresman;;;89;
North Providence;;;;Mathematics;;0201690152;;SF/AW Math;;;;;;;;Scott Foresman;;;98;
North Providence;;;;Mathematics;;0201690144;;SF/AW Math;;;;;;;;Scott Foresman;;;98;
North Providence;;;;Mathematics;;0201690136;;SF/AW Math;;;;;;;;Scott Foresman;;;98;
North Providence;;;;Mathematics;;0201690128;;SF/AW Math;;;;;;;;Scott Foresman;;;98;
North Providence;;;;Mathematics;;020169011X;;SF/AW Math;;;;;;;;Scott Foresman;;;98;
North Providence;;;;Mathematics;;0078228948;;Algebra 1;;;;;;;;Glencoe/McGrawHill;;;01;
North Providence;;;;Science;;0130540757;;Science Explorer Inside Earth;;;;;;;;Prentice Hall;;;02;
North Providence;;;;Science;;0130540781;;SE Earth's Changing Surface;;;;;;;;Prentice Hall;;;02;
North Providence;;;;Science;;0130540854;;SE Weather & Climate;;;;;;;;Prentice Hall;;;02;
North Providence;;;;Science;;0130540889;;SE Astronomy;;;;;;;;Prentice Hall;;;02;
North Providence;;;;Science;;0130540579;;SE From Bacteria to Plants;;;;;;;;Prentice Hall;;;02;
North Providence;;;;Science;;0130540617;;SE Animals;;;;;;;;Prentice Hall;;;02;
North Providence;;;;Science;;0130540641;;SE Cells & Heredity;;;;;;;;Prentice Hall;;;02;
North Providence;;;;Science;;0130540714;;SE Environmental Science;;;;;;;;Prentice Hall;;;02;
North Providence;;;;Science;;0130540919;;SE Chemical Building Blocks;;;;;;;;Prentice Hall;;;02;
North Providence;;;;Science;;0130540943;;SE Chemical Interactions;;;;;;;;Prentice Hall;;;02;
North Providence;;;;Science;;0130540978;;SE Motion, Forces & Energy;;;;;;;;Prentice Hall;;;02;
North Providence;;;;Science;;0130541036;;SE Sound & Light;;;;;;;;Prentice Hall;;;02;
North Providence;;;;Science;;039598677X;;Discovery Works 2000;;;;;;;;Houghton Mifflin;;;00;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Page 81 of 141;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
DistrictName;;;;SubjectDesc;;ISBN10;;Title;;;;;;Author;;;Publisher;;;PublicationYear
